id,task_name,status,duration_s,overall_quality,data_purpose,nfs_path,created_at
01a03335-7300-7e59-bad9-68ca384a13c9,industrial packing,completed,50.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_095856_000_182cacfb.npy.mp4,2026-08-24 10:01:17.459287+00:00
01a03334-9840-781a-b476-4529bf2c2610,industrial packing,completed,40.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_095800_000_4011c1b2.npy.mp4,2026-08-24 10:00:06.967441+00:00
01a03332-f260-7348-871f-fbf65f878de3,industrial packing,completed,50.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_095612_000_8cd0a15f.npy.mp4,2026-08-24 09:58:34.554352+00:00
01a03331-f860-75c6-86b3-527e8d32cf15,industrial packing,completed,52.6,good,prod,/nfs/data/sz_48/20260824/episode_20260824_095508_000_862b6769.npy.mp4,2026-08-24 09:57:24.228104+00:00
01a03330-fe60-7a52-8975-98b6e354f732,industrial packing,completed,51.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_095404_000_80fd3d64.npy.mp4,2026-08-24 09:56:19.941280+00:00
01a03330-17e8-78a9-9098-60e27d17a41e,industrial packing,completed,49.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_095305_000_a9c8d6cc.npy.mp4,2026-08-24 09:55:16.658418+00:00
01a0332f-25b8-73d4-a9cf-1c99e9d26453,industrial packing,completed,54.1,good,prod,/nfs/data/sz_48/20260824/episode_20260824_095203_000_f5ae001b.npy.mp4,2026-08-24 09:54:24.381262+00:00
01a0332e-3f40-7954-8351-49c379307ac9,industrial packing,completed,50.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_095104_000_155f44eb.npy.mp4,2026-08-24 09:53:20.065343+00:00
01a03327-4230-7e64-afd2-e3a7b8159bcf,industrial packing,completed,51.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_094326_000_e02a7608.npy.mp4,2026-08-24 09:45:51.602171+00:00
01a03326-5bb8-77b4-b06e-1490bc8139db,industrial packing,completed,48.8,good,prod,/nfs/data/sz_48/20260824/episode_20260824_094227_000_458e6578.npy.mp4,2026-08-24 09:44:50.319473+00:00
01a03325-6988-76e9-81a2-6b1d59af2bbc,industrial packing,completed,51.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_094125_000_1708e6d3.npy.mp4,2026-08-24 09:43:43.988513+00:00
01a03324-8ec8-7108-9513-ff0c6d1e37ee,industrial packing,completed,48.6,good,prod,/nfs/data/sz_48/20260824/episode_20260824_094029_000_5ee4baa7.npy.mp4,2026-08-24 09:42:50.664318+00:00
01a03323-5e18-7e62-8ca1-d8771b81a655,industrial packing,completed,55.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_093911_000_f16dda6d.npy.mp4,2026-08-24 09:41:29.328897+00:00
01a03322-6800-7ef8-92a9-97d3221d0d50,industrial packing,completed,55.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_093808_000_95db8802.npy.mp4,2026-08-24 09:40:29.989418+00:00
01a03321-8188-7775-a97e-40064ddb8cc9,industrial packing,completed,52.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_093709_000_e3b7fb56.npy.mp4,2026-08-24 09:39:25.631125+00:00
01a03320-83a0-7b37-846e-6e97634d8a68,industrial packing,completed,56.1,good,prod,/nfs/data/sz_48/20260824/episode_20260824_093604_000_1b975282.npy.mp4,2026-08-24 09:38:27.336825+00:00
01a0331f-9170-77d9-b2c8-b6943c255bb5,industrial packing,completed,53.8,good,prod,/nfs/data/sz_48/20260824/episode_20260824_093502_000_a69d541f.npy.mp4,2026-08-24 09:37:32.054349+00:00
01a0331e-9388-7ac5-ba9d-77976802639c,industrial packing,completed,57.6,good,prod,/nfs/data/sz_48/20260824/episode_20260824_093357_000_52c22468.npy.mp4,2026-08-24 09:36:32.750000+00:00
01a0331d-91b8-72b9-84ed-36ee9898e368,industrial packing,completed,59.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_093251_000_b68fbfb1.npy.mp4,2026-08-24 09:35:32.412053+00:00
01a0331c-a370-71cb-ab3d-1b636e2e7532,industrial packing,completed,53.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_093150_000_94e6bb42.npy.mp4,2026-08-24 09:34:19.067393+00:00
01a0331b-cc98-7fd4-9d6d-4d5489f54260,industrial packing,completed,48.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_093055_000_d3dc31e5.npy.mp4,2026-08-24 09:33:15.758353+00:00
01a0331a-26b8-7f0c-aae4-0f3157656685,industrial packing,completed,50.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_092907_000_eca7a4a8.npy.mp4,2026-08-24 09:31:24.343868+00:00
01a03319-30a0-769c-a615-493e0652b90e,industrial packing,completed,56.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_092804_000_00ad0d88.npy.mp4,2026-08-24 09:30:27.051213+00:00
01a03318-36a0-77d0-9d39-a1155071f035,industrial packing,completed,53.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_092700_000_d66c2285.npy.mp4,2026-08-24 09:29:26.765725+00:00
01a0330b-0f70-7b23-be28-a20c540de91b,industrial packing,completed,45.8,good,prod,/nfs/data/sz_48/20260824/episode_20260824_091238_000_26f73abd.npy.mp4,2026-08-24 09:14:52.235003+00:00
01a0330a-05d0-7bef-bcd6-86d2e049e20e,industrial packing,completed,51.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_091130_000_800ae73c.npy.mp4,2026-08-24 09:13:47.968309+00:00
01a03309-36c8-70aa-9304-6929e35f76f3,industrial packing,completed,44.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_091037_000_dbfd6ef5.npy.mp4,2026-08-24 09:12:49.627289+00:00
01a03308-5050-7c7f-9bb3-b1382fc2374b,industrial packing,completed,49.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_090938_000_2417920f.npy.mp4,2026-08-24 09:11:51.312905+00:00
01a03307-5650-7273-99b7-92100422d299,industrial packing,completed,55.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_090834_000_6f4693c9.npy.mp4,2026-08-24 09:11:04.025580+00:00
01a03306-73c0-7a43-98ce-32d4cee7d5b5,industrial packing,completed,47.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_090736_000_5caddf0b.npy.mp4,2026-08-24 09:09:54.697323+00:00
01a03305-7da8-7686-98a7-6fb5afc943b8,industrial packing,completed,53.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_090633_000_7c68e3b4.npy.mp4,2026-08-24 09:09:03.385744+00:00
01a03304-9730-7e1e-ab37-771554ad12dd,industrial packing,completed,49.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_090534_000_22b071f0.npy.mp4,2026-08-24 09:07:59.037006+00:00
01a03303-b888-7771-a65c-f87f8982c759,industrial packing,completed,50.6,good,prod,/nfs/data/sz_48/20260824/episode_20260824_090437_000_eb244839.npy.mp4,2026-08-24 09:07:02.671352+00:00
01a03302-c270-771f-83bc-eb034b2df761,industrial packing,completed,48.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_090334_000_2b755c76.npy.mp4,2026-08-24 09:05:56.342373+00:00
01a03300-41d0-7fac-b8b8-a7f73c0d64f7,industrial packing,completed,56.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_090050_000_ea570ed4.npy.mp4,2026-08-24 09:03:19.587748+00:00
01a032ff-47d0-77f8-bb11-e2454c3be59a,industrial packing,completed,55.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_085946_000_48454ea0.npy.mp4,2026-08-24 09:02:16.283320+00:00
01a032fe-5988-7a9b-9984-7fa7ed538d9d,industrial packing,completed,50.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_085845_000_270d73f6.npy.mp4,2026-08-24 09:01:06.936665+00:00
01a032fd-2108-7940-aa11-1e17f159e0d0,industrial packing,completed,57.1,good,prod,/nfs/data/sz_48/20260824/episode_20260824_085725_000_7eef8cb4.npy.mp4,2026-08-24 08:59:49.576137+00:00
01a032fc-1f38-7026-842f-620416c85226,industrial packing,completed,51.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_085619_000_04f7d11d.npy.mp4,2026-08-24 08:58:40.193289+00:00
01a032eb-2778-731e-bf40-20c29944c835,industrial packing,completed,56.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_083747_000_a18292bf.npy.mp4,2026-08-24 08:40:21.064349+00:00
01a032ea-2990-7ef7-8712-07e3c01b92c4,industrial packing,completed,57.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_083642_000_58305502.npy.mp4,2026-08-24 08:39:16.734912+00:00
01a032e9-4700-7061-bbfe-1fd485321101,industrial packing,completed,51.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_083544_000_422aac1f.npy.mp4,2026-08-24 08:38:10.406052+00:00
01a032e8-6088-7ecf-8020-af883e6458a8,industrial packing,completed,50.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_083445_000_5c65b2f6.npy.mp4,2026-08-24 08:37:08.056795+00:00
01a032e2-a7b0-7cff-be46-c2acab313482,industrial packing,completed,46.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_082830_000_652477ac.npy.mp4,2026-08-24 08:30:45.609439+00:00
01a032e1-d8a8-72c6-8ddf-d571a7f91d28,industrial packing,completed,43.1,good,prod,/nfs/data/sz_48/20260824/episode_20260824_082737_000_d527aa4b.npy.mp4,2026-08-24 08:29:52.323615+00:00
01a032dd-19d0-783c-9a68-c7d5c904a6fc,industrial packing,completed,50.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_082226_000_acde9708.npy.mp4,2026-08-24 08:24:48.872415+00:00
01a032dc-23b8-7be9-8d1a-563abedd9839,industrial packing,completed,50.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_082123_000_a5dae90d.npy.mp4,2026-08-24 08:23:47.565597+00:00
01a032db-2da0-7b6d-a19d-beee490d2869,industrial packing,completed,54.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_082020_000_fd64ac63.npy.mp4,2026-08-24 08:22:40.255720+00:00
01a032da-3f58-76f7-b3c6-9499fd503e96,industrial packing,completed,52.6,good,prod,/nfs/data/sz_48/20260824/episode_20260824_081919_000_ce64d73f.npy.mp4,2026-08-24 08:21:45.951194+00:00
01a032d9-4558-7e0c-9768-8d7a4357718d,industrial packing,completed,53.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_081815_000_38b2d3f9.npy.mp4,2026-08-24 08:20:42.642326+00:00
01a032d8-4770-7d3b-94cb-e3d6644a8a81,industrial packing,completed,55.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_081710_000_3d869af2.npy.mp4,2026-08-24 08:19:39.343160+00:00
01a032d7-6cb0-763b-8409-f7c1162da9b1,industrial packing,completed,49.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_081614_000_ff63eeeb.npy.mp4,2026-08-24 08:18:34.977620+00:00
01a032ce-c5d8-79ee-a921-554d9c79eb46,industrial packing,completed,50.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_080647_000_31dc256e.npy.mp4,2026-08-24 08:09:08.448056+00:00
01a032cd-df60-7ca6-82eb-0050e2d4ecd7,industrial packing,completed,51.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_080548_000_ac491ef7.npy.mp4,2026-08-24 08:08:02.149374+00:00
01a032cc-e948-72b0-a2a3-7dfa0ab39121,industrial packing,completed,52.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_080445_000_1194a751.npy.mp4,2026-08-24 08:07:13.814528+00:00
01a032cb-f718-7937-b8d6-4b4038659c0e,industrial packing,completed,51.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_080343_000_2e69f82c.npy.mp4,2026-08-24 08:06:07.470287+00:00
01a032cb-10a0-7eec-8268-fc5dac827f66,industrial packing,completed,51.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_080244_000_58d99529.npy.mp4,2026-08-24 08:05:09.180182+00:00
01a032ca-2e10-783a-88c9-bb476e6ebcc6,industrial packing,completed,49.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_080146_000_d29b3838.npy.mp4,2026-08-24 08:04:05.870279+00:00
01a032c5-1d30-7e14-bc86-e685ef4d7a33,industrial packing,completed,49.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_075614_000_36af1ede.npy.mp4,2026-08-24 07:58:24.471193+00:00
01a032c3-d128-71a9-8da6-1f20756b2099,industrial packing,completed,52.6,good,prod,/nfs/data/sz_48/20260824/episode_20260824_075449_000_89f47ce4.npy.mp4,2026-08-24 07:57:12.189638+00:00
01a032c2-d340-76ce-820d-e591381d814e,industrial packing,completed,54.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_075344_000_a3aa1929.npy.mp4,2026-08-24 07:56:15.931166+00:00
01a032c1-d940-7b73-bb8a-749734d066ef,industrial packing,completed,56.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_075240_000_85f32bfb.npy.mp4,2026-08-24 07:55:16.635029+00:00
01a032c0-e710-78bc-84f5-b03210834cbc,industrial packing,completed,53.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_075138_000_03dacfac.npy.mp4,2026-08-24 07:54:05.329547+00:00
01a032c0-0098-7bb6-a2cc-5ec806c529ed,industrial packing,completed,51.6,good,prod,/nfs/data/sz_48/20260824/episode_20260824_075039_000_46149b2f.npy.mp4,2026-08-24 07:53:06.004032+00:00
01a032bd-7c10-7326-b11c-0f56e05cee85,industrial packing,completed,48.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_074754_000_f225478e.npy.mp4,2026-08-24 07:50:12.653097+00:00
01a032bc-91b0-7793-a339-ed4c93bf7753,industrial packing,completed,44.8,good,prod,/nfs/data/sz_48/20260824/episode_20260824_074654_000_6de03061.npy.mp4,2026-08-24 07:49:08.382672+00:00
01a032bb-bad8-7c4b-9209-338d194aa470,industrial packing,completed,46.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_074559_000_e982932b.npy.mp4,2026-08-24 07:48:14.035211+00:00
01a032ba-d078-782b-a0fd-afc87eec3260,industrial packing,completed,48.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_074459_000_d674f8ec.npy.mp4,2026-08-24 07:47:08.738454+00:00
01a032b9-e618-7211-9a13-1fe6ff47c1c6,industrial packing,completed,51.6,good,prod,/nfs/data/sz_48/20260824/episode_20260824_074359_000_07171569.npy.mp4,2026-08-24 07:46:27.441591+00:00
01a032b8-ffa0-7b19-a29e-401b2afa9403,industrial packing,completed,46.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_074300_000_90732c31.npy.mp4,2026-08-24 07:45:14.078909+00:00
01a032b8-0988-7d80-b2cf-9d34c1f612bd,industrial packing,completed,53.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_074157_000_5451ed2d.npy.mp4,2026-08-24 07:44:24.790130+00:00
01a032b7-1758-727c-9735-ffd4873e4e4f,industrial packing,completed,54.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_074055_000_c2eb57c2.npy.mp4,2026-08-24 07:43:15.433895+00:00
01a032b6-4080-7c7e-9272-0ed728daf4bc,industrial packing,completed,47.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_074000_000_6e75e906.npy.mp4,2026-08-24 07:42:16.113060+00:00
01a032b4-3510-798d-a3b6-acd8050570a8,industrial packing,completed,52.8,good,prod,/nfs/data/sz_48/20260824/episode_20260824_073746_000_297a7b47.npy.mp4,2026-08-24 07:40:08.792479+00:00
01a032b3-3ef8-7628-a794-1aadbd1796cc,industrial packing,completed,51.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_073643_000_5ab0a46e.npy.mp4,2026-08-24 07:39:08.536868+00:00
01a032b2-5880-769b-bf27-01b5e8c88d1f,industrial packing,completed,49.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_073544_000_79536c57.npy.mp4,2026-08-24 07:38:05.230491+00:00
01a032b1-75f0-7ae4-a15a-4025e3a2bd16,industrial packing,completed,50.1,good,prod,/nfs/data/sz_48/20260824/episode_20260824_073446_000_4b589a75.npy.mp4,2026-08-24 07:37:08.937873+00:00
01a032b0-87a8-7640-9037-6a41f15e9605,industrial packing,completed,53.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_073345_000_2fc08a74.npy.mp4,2026-08-24 07:36:16.579734+00:00
01a032a9-09b0-7b8d-8a8a-375384129929,industrial packing,completed,42.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_072534_000_f32485d8.npy.mp4,2026-08-24 07:27:42.052279+00:00
01a032a8-1b68-708a-af06-5d4570c9a765,industrial packing,completed,51.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_072433_000_ed3bbbdf.npy.mp4,2026-08-24 07:26:59.770506+00:00
01a032a7-3108-71b5-88e6-7637cea135ec,industrial packing,completed,51.3,good,prod,/nfs/data/sz_48/20260824/episode_20260824_072333_000_6e35a7fe.npy.mp4,2026-08-24 07:25:56.455671+00:00
01a032a5-8358-7ee3-b40d-6d5d688dd009,industrial packing,completed,44.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_072143_000_2abde9a2.npy.mp4,2026-08-24 07:23:54.059153+00:00
01a032a0-7660-7327-ab3f-f6d38f8368c8,industrial packing,completed,54.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_071612_000_4bc38cb8.npy.mp4,2026-08-24 07:18:41.628040+00:00
01a0329f-5d20-7a80-b2ca-3daf88018f1b,industrial packing,completed,56.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_071500_000_9ca2130c.npy.mp4,2026-08-24 07:17:33.341054+00:00
01a0329e-76a8-7545-97d5-05884c7fcf75,industrial packing,completed,50.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_071401_000_c738396a.npy.mp4,2026-08-24 07:16:22.991656+00:00
01a0329d-9418-742c-92d6-be09d76abf54,industrial packing,completed,50.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_071303_000_b58fdbeb.npy.mp4,2026-08-24 07:15:25.657661+00:00
01a0329c-6368-773f-a81c-7d0148e1944c,industrial packing,completed,63.8,good,prod,/nfs/data/sz_48/20260824/episode_20260824_071145_000_fd9ba680.npy.mp4,2026-08-24 07:14:18.350995+00:00
01a0329b-7520-7f30-a774-d5237d185011,industrial packing,completed,53.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_071044_000_7db0a22c.npy.mp4,2026-08-24 07:13:11.030735+00:00
01a03292-0ee0-70df-a06f-8c3b3a747ba0,industrial packing,completed,39.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_070028_000_37227908.npy.mp4,2026-08-24 07:02:30.594472+00:00
01a03291-1cb0-7c69-8b0c-98bb194d9311,industrial packing,completed,49.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_065926_000_4c50ccf8.npy.mp4,2026-08-24 07:01:50.321610+00:00
01a0328a-3ee0-701f-aba6-ef94b3f29094,industrial packing,completed,55.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_065156_000_4e3c53d2.npy.mp4,2026-08-24 06:54:23.919114+00:00
01a03288-eef0-7dc9-8d07-3184e27b7d32,industrial packing,completed,45.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_065030_000_da0a582d.npy.mp4,2026-08-24 06:52:35.630228+00:00
01a03287-e938-75a4-8d05-bdd9460a0991,industrial packing,completed,55.6,good,prod,/nfs/data/sz_48/20260824/episode_20260824_064923_000_09074c3a.npy.mp4,2026-08-24 06:51:55.360277+00:00
01a03286-fed8-70c7-8048-ab866be2c65a,industrial packing,completed,49.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_064823_000_e3bffee5.npy.mp4,2026-08-24 06:50:44.978477+00:00
01a03286-1860-707c-afd5-5eb7b0479535,industrial packing,completed,48.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_064724_000_870f3e6c.npy.mp4,2026-08-24 06:49:43.648105+00:00
01a03284-10d8-7051-a16c-7ab606f07b0c,industrial packing,completed,53.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_064511_000_973f5b5b.npy.mp4,2026-08-24 06:47:37.269548+00:00
01a03283-3de8-711a-b824-37f727fed3e1,industrial packing,completed,44.8,good,prod,/nfs/data/sz_48/20260824/episode_20260824_064417_000_a5e97583.npy.mp4,2026-08-24 06:46:29.965157+00:00
01a03282-6ee0-7b0b-b21f-5601cf502880,industrial packing,completed,42.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_064324_000_ee75e384.npy.mp4,2026-08-24 06:45:35.696606+00:00
01a03281-9038-7f03-949a-1ee5879cb76b,industrial packing,completed,48.7,good,prod,/nfs/data/sz_48/20260824/episode_20260824_064227_000_6a29d5f0.npy.mp4,2026-08-24 06:44:48.355304+00:00
01a03280-b578-73a6-8eac-03780ee0cd5e,industrial packing,completed,45.8,good,prod,/nfs/data/sz_48/20260824/episode_20260824_064131_000_e0b497e2.npy.mp4,2026-08-24 06:43:46.023995+00:00
01a0327f-dea0-767f-a2e8-68b768ccd356,industrial packing,completed,46.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_064036_000_71a18090.npy.mp4,2026-08-24 06:42:51.715621+00:00
01a0327e-fff8-73b2-8758-18eaece34e89,industrial packing,completed,48.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_063939_000_96e5f251.npy.mp4,2026-08-24 06:42:01.421316+00:00
01a0327e-05f8-79c7-b4b5-39657bfa128e,industrial packing,completed,56.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_063835_000_f31ccc82.npy.mp4,2026-08-24 06:41:10.107549+00:00
01a03275-6308-7873-aaa3-d6e8aaca3ecb,industrial packing,completed,48.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_062909_000_790d047f.npy.mp4,2026-08-24 06:31:29.523663+00:00
01a03274-8078-74e3-bf6b-7a4dda6b5480,industrial packing,completed,47.2,good,prod,/nfs/data/sz_48/20260824/episode_20260824_062811_000_c0c8b3fa.npy.mp4,2026-08-24 06:30:30.264801+00:00
01a03273-6b20-7718-87fb-d747663f7e1b,industrial packing,completed,37.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_062700_000_fd148036.npy.mp4,2026-08-24 06:29:03.920168+00:00
01a03272-7cd8-70c2-93f0-13051fb3fd38,industrial packing,completed,53.5,good,prod,/nfs/data/sz_48/20260824/episode_20260824_062559_000_b07090b8.npy.mp4,2026-08-24 06:28:29.658618+00:00
01a03271-8aa8-71a4-b1c7-ddf1f34e1122,industrial packing,completed,54.0,good,prod,/nfs/data/sz_48/20260824/episode_20260824_062457_000_27ae0f2d.npy.mp4,2026-08-24 06:27:25.352026+00:00
01a03270-a430-7667-9561-730561543739,industrial packing,completed,51.1,good,prod,/nfs/data/sz_48/20260824/episode_20260824_062358_000_e72acb8a.npy.mp4,2026-08-24 06:26:11.996656+00:00
01a0326f-c970-70a0-bb14-0f4adab8496d,industrial packing,completed,47.1,good,prod,/nfs/data/sz_48/20260824/episode_20260824_062302_000_6740af8e.npy.mp4,2026-08-24 06:25:18.708305+00:00
01a0326d-1608-7494-b3cc-47a191623c9d,industrial packing,completed,45.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_062005_000_d8ba95d5.npy.mp4,2026-08-24 06:22:10.346483+00:00
01a0326c-3378-74c3-aa38-e629b49fa717,industrial packing,completed,44.9,good,prod,/nfs/data/sz_48/20260824/episode_20260824_061907_000_d1eb8d8f.npy.mp4,2026-08-24 06:21:15.066241+00:00
01a0326b-31a8-7242-9eb0-c8fdbdf2e7fc,industrial packing,completed,50.4,good,prod,/nfs/data/sz_48/20260824/episode_20260824_061801_000_c2fde315.npy.mp4,2026-08-24 06:20:14.766749+00:00
01a0326a-2420-7c44-8eb8-ace14c51a1e1,industrial packing,completed,55.8,good,prod,/nfs/data/sz_48/20260824/episode_20260824_061652_000_28ce8665.npy.mp4,2026-08-24 06:19:16.475733+00:00
01a03269-2638-718d-a078-4f00f9f7450f,industrial packing,completed,52.1,good,prod,/nfs/data/sz_48/20260824/episode_20260824_061547_000_48bca651.npy.mp4,2026-08-24 06:18:02.173754+00:00
